tvoc,eco2,iaq
0.949,735,2.83
0.95,738,2.84
0.95,727,2.84
0.951,742,2.84
0.952,727,2.84
0.952,732,2.84
0.953,731,2.84
0.953,740,2.84
0.954,727,2.84
0.955,734,2.84
0.955,725,2.84
0.956,724,2.84
0.956,733,2.84
0.957,735,2.84
0.958,741,2.85
0.958,737,2.85
0.958,729,2.85
0.959,738,2.85
0.959,740,2.85
0.96,728,2.85
0.961,726,2.85
0.961,727,2.85
0.961,734,2.85
0.962,730,2.85
0.962,727,2.85
0.963,742,2.85
0.963,729,2.85
0.964,730,2.85
0.965,742,2.85
0.965,736,2.86
0.966,736,2.86
0.967,744,2.86
0.968,746,2.86
0.968,744,2.86
0.969,749,2.86
0.969,739,2.86
0.97,744,2.86
0.97,742,2.86
0.971,746,2.86
0.971,736,2.86
0.972,745,2.86
0.973,747,2.86
0.973,732,2.87
0.974,745,2.87
0.974,751,2.87
0.975,744,2.87
0.975,750,2.87
0.976,737,2.87
0.977,752,2.87
0.977,742,2.87
0.978,739,2.87
0.979,742,2.87
0.98,735,2.87
0.98,737,2.87
0.981,743,2.88
0.981,740,2.88
0.982,749,2.88
0.983,739,2.88
0.983,752,2.88
0.984,739,2.88
0.984,747,2.88
0.985,742,2.88
0.986,740,2.88
0.987,744,2.88
0.987,739,2.88
0.988,740,2.88
0.988,738,2.89
0.989,747,2.89
0.989,747,2.89
0.99,750,2.89
0.99,742,2.89
0.991,754,2.89
0.992,747,2.89
0.992,746,2.89
0.993,753,2.89
0.994,744,2.89
0.994,746,2.89
0.995,749,2.89
0.995,741,2.89
0.996,752,2.9
0.997,746,2.9
0.997,742,2.9
0.998,758,2.9
0.999,753,2.9
0.999,746,2.9
1,750,2.9
1,748,3
0.998,751,2.9
0.999,746,2.9
0.999,754,2.9
1,754,2.9
1,752,3
0.998,741,2.9
0.999,753,2.9
0.999,741,2.9
1,752,2.9
1,741,3
0.998,757,2.9
0.999,744,2.9
0.999,758,2.9
1,744,3
0.998,745,2.9
0.999,741,2.9
1,754,2.9
1,757,3
0.998,755,2.9
0.999,740,2.9
1,752,2.9
1,760,2.9
1.001,741,3
0.999,758,2.9
0.999,759,2.9
1,750,2.9
1,747,3
0.998,748,2.9
0.999,752,2.9
0.999,759,2.9
1,754,2.9
1,752,3
0.998,741,2.9
0.999,754,2.9
1,751,3
0.998,745,2.9
0.998,752,2.9
0.999,752,2.9
0.999,742,2.9
1,755,3
0.998,757,2.9
0.999,750,2.9
0.999,754,2.9
1,741,2.9
1.001,758,3
0.999,743,2.9
0.999,757,2.9
0.999,742,2.9
1,744,3
0.998,740,2.9
0.999,743,2.9
1,743,2.9
1,747,2.9
1.001,760,3
0.999,756,2.9
0.999,755,2.9
1,756,3
0.998,744,2.9
0.998,756,2.9
0.999,741,2.9
1,747,2.9
1,758,3
0.998,748,2.9
0.999,757,2.9
1,746,2.9
1,757,3
0.998,759,2.9
0.999,753,2.9
1,744,2.9
1,748,3
0.998,754,2.9
0.999,756,2.9
0.999,748,2.9
0.999,745,2.9
1,752,2.9
1.001,755,3
0.999,754,2.9
0.999,759,2.9
1,742,3
0.998,753,2.9
0.998,742,2.9
0.999,743,2.9
1,759,2.9
1.001,741,3
0.999,744,2.9
0.999,740,2.9
1,751,2.9
1,751,3
0.998,740,2.9
0.999,744,2.9
0.999,747,2.9
1,744,2.9
1,750,3
0.998,758,2.9
0.999,756,2.9
1,752,2.9
1,752,3
0.998,749,2.9
0.999,753,2.9
1,740,2.9
1,757,3
0.998,757,2.9
0.999,747,2.9
0.999,748,2.9
1,754,3
0.998,744,2.9
0.999,759,2.9
0.999,741,2.9
0.999,750,2.9
1,753,3
0.998,748,2.9
0.999,756,2.9
0.999,750,2.9
1,743,2.9
1,741,3
0.998,757,2.9
0.998,758,2.9
0.999,755,2.9
0.999,742,2.9
1,745,2.9
1,753,3
0.998,756,2.9
0.999,749,2.9
0.999,755,2.9
1,752,2.9
1.001,752,3
0.999,747,2.9
0.999,755,2.9
0.999,750,2.9
1,744,2.9
1,746,3
0.998,752,2.9
0.999,751,2.9
1,747,2.9
1,759,3
0.998,758,2.9
0.999,745,2.9
1,759,2.9
1,745,3
0.998,745,2.9
0.999,753,2.9
0.999,743,2.9
1,745,2.9
1,741,3
0.998,740,2.9
0.999,754,2.9
1,745,2.9
1,752,3
0.998,740,2.9
0.999,745,2.9
1,755,2.9
1.001,758,3
0.999,742,2.9
0.999,741,2.9
1,757,2.9
1.001,745,3
0.999,753,2.9
0.999,741,2.9
1,757,2.9
1,753,2.9
1.001,755,3
0.999,753,2.9
0.999,758,2.9
1,752,3
0.998,759,2.9
0.999,748,2.9
0.999,741,2.9
1,745,3
0.998,742,2.9
0.998,751,2.9
0.999,746,2.9
1,756,2.9
1,760,3
0.998,757,2.9
0.999,751,2.9
1,746,2.9
1.001,757,3
0.999,757,2.9
0.999,753,2.9
1,751,2.9
1,748,3
0.998,758,2.9
0.999,759,2.9
0.999,751,2.9
1,747,3
0.998,754,2.9
0.999,743,2.9
1,751,2.9
1,746,2.9
1,749,3
0.998,741,2.9
0.999,756,2.9
1,757,3
0.998,747,2.9
0.999,756,2.9
1,759,2.9
1,743,2.9
1.001,751,3
0.999,758,2.9
0.999,742,2.9
1,747,2.9
1,740,3
0.998,748,2.9
0.999,747,2.9
1,757,2.9
1,753,3
0.998,742,2.9
0.999,756,2.9
1,748,2.9
1.001,749,3
0.999,745,2.9
0.999,756,2.9
0.999,757,2.9
1,758,3
0.998,753,2.9
0.999,757,2.9
0.999,752,2.9
1,748,2.9
1,760,3
0.998,748,2.9
0.999,749,2.9
0.999,747,2.9
1,749,3
0.998,740,2.9
0.999,742,2.9
1,748,2.9
1,745,2.9
1,754,3
0.998,743,2.9
0.999,758,2.9
1,756,2.9
1.001,741,3
0.999,758,2.9
0.999,751,2.9
1,757,2.9
1,749,3
0.998,751,2.9
0.999,746,2.9
0.999,754,2.9
1,750,2.9
1,752,2.9
1.001,750,3
0.999,755,2.9
0.999,759,2.9
1,747,3
0.998,756,2.9
0.999,752,2.9
1,751,2.9
1,752,3
0.998,749,2.9
0.999,753,2.9
0.999,744,2.9
1,752,2.9
1,752,3
0.998,758,2.9
0.999,741,2.9
0.999,753,2.9
1,750,2.9
1,753,3
0.998,755,2.9
0.999,748,2.9
1,741,2.9
1,752,3
0.998,755,2.9
0.999,750,2.9
0.999,752,2.9
1,753,2.9
1.001,742,3
0.999,746,2.9
0.999,751,2.9
1,743,2.9
1,747,3
0.998,742,2.9
0.999,754,2.9
1,752,2.9
1,751,3
0.998,746,2.9
0.998,756,2.9
0.999,755,2.9
0.999,742,2.9
1,742,2.9
1,760,3
0.998,755,2.9
0.999,750,2.9
0.999,746,2.9
1,755,3
0.998,757,2.9
0.999,748,2.9
0.999,746,2.9
1,759,2.9
1,755,3
0.998,740,2.9
0.999,749,2.9
0.999,760,2.9
1,745,2.9
1,748,3
0.998,746,2.9
0.999,743,2.9
0.999,751,2.9
1,756,3
0.998,746,2.9
0.998,743,2.9
0.999,743,2.9
1,753,2.9
1,741,2.9
1.001,748,3
0.999,754,2.9
0.999,745,2.9
1,759,3
0.998,747,2.9
0.999,751,2.9
0.999,745,2.9
1,743,2.9
1.001,749,3
0.999,751,2.9
0.999,758,2.9
1,746,2.9
1,750,2.9
1,759,3
0.998,756,2.9
0.999,755,2.9
0.999,754,2.9
0.999,758,2.9
1,760,2.9
1,744,3
0.998,740,2.9
0.999,748,2.9
0.999,756,2.9
1,747,2.9
1,754,3
0.998,756,2.9
0.999,749,2.9
1,741,2.9
1,744,3
0.998,758,2.9
0.999,747,2.9
0.999,740,2.9
1,741,3
0.998,759,2.9
0.999,757,2.9
0.999,754,2.9
1,743,3
0.998,749,2.9
0.999,741,2.9
1,759,2.9
1,740,3
0.998,755,2.9
0.999,754,2.9
1,741,2.9
1,749,2.9
1,759,3
0.998,749,2.9
0.999,753,2.9
0.999,741,2.9
0.999,744,2.9
1,755,2.9
1,743,3
0.998,744,2.9
0.999,757,2.9
1,760,3
0.998,747,2.9
0.999,756,2.9
1,748,2.9
1.001,759,3
0.999,755,2.9
0.999,754,2.9
0.999,759,2.9
1,748,2.9
1.001,759,3
0.999,751,2.9
0.999,744,2.9
1,749,3
0.998,749,2.9
0.999,750,2.9
0.999,747,2.9
0.999,755,2.9
1,743,3
0.998,754,2.9
0.998,740,2.9
0.999,742,2.9
1,751,2.9
1,755,3
0.998,754,2.9
0.999,752,2.9
0.999,760,2.9
1,759,2.9
1,758,3
0.998,742,2.9
0.999,751,2.9
0.999,757,2.9
1,747,3
0.998,742,2.9
0.999,743,2.9
0.999,745,2.9
1,760,2.9
1,743,3
0.998,753,2.9
0.999,744,2.9
0.999,743,2.9
1,744,2.9
1,741,3
0.998,748,2.9
0.999,750,2.9
1,750,2.9
1,759,3
0.998,743,2.9
0.999,749,2.9
1,749,2.9
1,743,3
0.998,757,2.9
0.999,752,2.9
0.999,754,2.9
1,748,3
0.998,753,2.9
0.999,760,2.9
1,745,2.9
1,750,2.9
1,760,3
0.998,747,2.9
0.999,758,2.9
1,743,2.9
1,743,3
0.998,742,2.9
0.999,741,2.9
0.999,747,2.9
1,745,2.9
1,759,3
0.998,759,2.9
0.999,752,2.9
1,742,2.9
1,748,3
0.998,744,2.9
0.998,742,2.9
0.999,756,2.9
1,756,2.9
1,750,3
0.998,745,2.9
0.999,754,2.9
0.999,756,2.9
1,744,3
0.998,756,2.9
0.999,750,2.9
0.999,745,2.9
1,754,2.9
1,742,3
0.998,757,2.9
0.999,747,2.9
1,746,2.9
1,757,3
0.998,755,2.9
0.999,752,2.9
1,753,2.9
1,749,2.9
1.001,748,3
0.999,747,2.9
0.999,753,2.9
1,750,2.9
1,755,3
0.998,743,2.9
0.999,751,2.9
1,743,2.9
1,755,3
0.998,741,2.9
0.999,742,2.9
1,753,3
0.998,745,2.9
0.999,759,2.9
1,759,2.9
1,750,3
0.998,751,2.9
0.999,740,2.9
0.999,749,2.9
1,759,2.9
1,744,3
0.998,740,2.9
0.999,756,2.9
1,747,2.9
1,744,3
0.998,756,2.9
0.999,752,2.9
0.999,752,2.9
1,744,2.9
1,756,3
0.998,752,2.9
0.999,745,2.9
1,743,2.9
1,760,3
0.998,759,2.9
0.999,748,2.9
0.999,743,2.9
1,740,2.9
1,760,3
0.998,756,2.9
0.999,742,2.9
1,743,2.9
1,758,3
0.998,740,2.9
0.999,743,2.9
1,747,2.9
1,760,2.9
1,760,3
0.998,742,2.9
0.999,747,2.9
0.999,758,2.9
1,758,2.9
1.001,749,3
0.999,758,2.9
0.999,753,2.9
0.999,745,2.9
1,760,3
0.998,748,2.9
0.998,740,2.9
0.999,747,2.9
0.999,750,2.9
1,759,3
0.998,752,2.9
0.999,752,2.9
1,742,2.9
1,756,3
0.998,750,2.9
0.999,756,2.9
0.999,756,2.9
1,742,2.9
1,756,3
0.998,741,2.9
0.999,747,2.9
1,746,2.9
1,740,3
0.998,744,2.9
0.999,758,2.9
1,741,2.9
1,748,2.9
1.001,756,3
0.999,744,2.9
0.999,756,2.9
1,757,2.9
1.001,758,3
0.999,742,2.9
0.999,755,2.9
0.999,754,2.9
1,750,3
0.998,745,2.9
0.999,745,2.9
0.999,752,2.9
1,748,2.9
1,742,3
0.998,751,2.9
0.999,750,2.9
0.999,744,2.9
1,743,3
0.998,750,2.9
0.999,744,2.9
0.999,744,2.9
1,748,3
0.998,753,2.9
0.998,759,2.9
0.999,757,2.9
1,740,2.9
1,755,3
0.998,751,2.9
0.999,751,2.9
0.999,749,2.9
1,756,3
0.998,744,2.9
0.999,755,2.9
1,746,2.9
1,750,3
0.998,746,2.9
0.999,759,2.9
1,755,2.9
1,751,3
0.998,756,2.9
0.999,759,2.9
0.999,751,2.9
1,758,2.9
1,756,3
0.998,753,2.9
0.999,754,2.9
1,748,2.9
1,758,3
0.998,743,2.9
0.999,757,2.9
1,740,2.9
1,750,2.9
1,759,3
0.998,740,2.9
0.999,756,2.9
1,753,2.9
1.001,748,3
0.999,744,2.9
0.999,748,2.9
1,743,2.9
1,745,3
0.998,754,2.9
0.998,756,2.9
0.999,753,2.9
1,757,2.9
1,755,3
0.998,749,2.9
0.999,754,2.9
0.999,757,2.9
1,747,3
0.998,742,2.9
0.999,745,2.9
1,750,2.9
1,758,3
0.998,740,2.9
0.999,744,2.9
1,753,2.9
1,742,2.9
1.001,751,3
0.999,748,2.9
0.999,757,2.9
1,753,2.9
1,751,3
0.998,754,2.9
0.999,747,2.9
0.999,757,2.9
0.999,741,2.9
1,747,3
0.998,754,2.9
0.999,754,2.9
1,754,2.9
1,743,3
0.998,750,2.9
0.999,741,2.9
0.999,745,2.9
1,760,2.9
1,760,3
0.998,752,2.9
0.999,753,2.9
0.999,748,2.9
1,759,3
0.998,753,2.9
0.998,756,2.9
0.999,741,2.9
0.999,751,2.9
1,750,3
0.998,740,2.9
0.999,755,2.9
1,750,2.9
1,751,3
0.998,751,2.9
0.999,744,2.9
0.999,759,2.9
1,751,2.9
1.001,755,3
0.999,755,2.9
0.999,743,2.9
1,744,2.9
1,747,3
0.998,747,2.9
0.999,742,2.9
1,748,2.9
1,745,3
0.998,742,2.9
0.999,752,2.9
0.999,744,2.9
1,744,3
0.998,747,2.9
0.999,749,2.9
0.999,759,2.9
1,741,2.9
1,750,3
0.998,757,2.9
0.999,749,2.9
0.999,751,2.9
1,746,3
0.998,756,2.9
0.998,748,2.9
0.999,750,2.9
1,754,2.9
1,745,2.9
1,746,3
0.998,753,2.9
0.999,758,2.9
0.999,742,2.9
1,757,2.9
1,741,3
0.998,741,2.9
0.999,759,2.9
1,758,2.9
1,741,2.9
1.001,760,3
0.999,740,2.9
0.999,759,2.9
1,752,2.9
1,747,3
0.998,746,2.9
0.999,749,2.9
1,751,2.9
1,759,3
0.998,744,2.9
0.999,748,2.9
0.999,748,2.9
1,748,2.9
1,759,2.9
1,746,3
0.998,757,2.9
0.999,751,2.9
1,743,3
0.998,744,2.9
0.999,743,2.9
0.999,753,2.9
1,744,2.9
1,757,3
0.998,750,2.9
0.999,754,2.9
1,741,2.9
1,756,2.9
1,753,3
0.998,757,2.9
0.999,748,2.9
0.999,756,2.9
1,750,2.9
1,743,3
0.998,751,2.9
0.999,743,2.9
1,746,2.9
1,757,3
0.998,757,2.9
0.999,748,2.9
0.999,745,2.9
1,759,2.9
1,749,3
0.998,756,2.9
0.999,755,2.9
0.999,756,2.9
0.999,758,2.9
1,747,2.9
1,747,3
0.998,742,2.9
0.999,756,2.9
0.999,742,2.9
1,760,3
0.998,745,2.9
0.999,753,2.9
1,755,2.9
1,757,3
0.998,742,2.9
0.999,755,2.9
1,750,2.9
1,757,3
0.998,754,2.9
0.999,750,2.9
0.999,751,2.9
1,751,2.9
1.001,746,3
0.999,741,2.9
0.999,754,2.9
1,754,2.9
1.001,743,3
0.999,749,2.9
0.999,758,2.9
1,741,2.9
1.001,750,3
0.999,753,2.9
0.999,758,2.9
1,759,2.9
1,752,3
0.998,757,2.9
0.999,749,2.9
0.999,754,2.9
1,747,2.9
1,754,2.9
1.001,749,3
0.999,743,2.9
0.999,742,2.9
1,746,2.9
1,740,3
0.998,742,2.9
0.999,758,2.9
0.999,745,2.9
1,756,2.9
1,751,3
0.998,755,2.9
0.999,755,2.9
0.999,751,2.9
1,758,2.9
1,741,3
0.998,756,2.9
0.999,740,2.9
0.999,741,2.9
1,746,3
0.998,740,2.9
0.999,754,2.9
1,750,2.9
1,742,2.9
1,742,3
0.998,758,2.9
0.999,751,2.9
0.999,751,2.9
1,744,3
0.998,754,2.9
0.999,746,2.9
0.999,750,2.9
1,743,2.9
1,742,3
0.998,756,2.9
0.999,748,2.9
1,756,2.9
1.001,750,3
0.999,753,2.9
0.999,746,2.9
1,743,2.9
1.001,756,3
0.999,741,2.9
0.999,743,2.9
1,750,2.9
1.001,755,3
0.999,745,2.9
0.999,744,2.9
1,758,2.9
1,755,3
0.998,747,2.9
0.999,753,2.9
0.999,750,2.9
1,746,2.9
1,745,3
0.998,751,2.9
0.999,747,2.9
1,758,2.9
1,756,3
0.998,759,2.9
0.999,740,2.9
0.999,753,2.9
0.999,757,2.9
1,757,3
0.998,740,2.9
0.999,756,2.9
0.999,743,2.9
1,745,3
0.998,751,2.9
0.998,753,2.9
0.999,745,2.9
1,746,3
0.998,759,2.9
0.999,743,2.9
0.999,742,2.9
1,745,2.9
1,751,3
0.998,758,2.9
0.999,754,2.9
0.999,752,2.9
1,759,3
0.998,752,2.9
0.999,755,2.9
1,747,2.9
1,749,2.9
1.001,756,3
0.999,748,2.9
0.999,749,2.9
1,743,2.9
1.001,750,3
0.999,758,2.9
0.999,745,2.9
1,754,3
0.998,756,2.9
0.999,752,2.9
1,747,2.9
1,743,3
0.998,754,2.9
0.999,747,2.9
0.999,741,2.9
1,745,2.9
1,751,3
0.998,742,2.9
0.999,760,2.9
1,750,2.9
1,751,3
0.998,757,2.9
0.998,751,2.9
0.999,758,2.9
0.999,741,2.9
1,743,2.9
1,751,3
0.998,755,2.9
0.999,752,2.9
0.999,759,2.9
1,760,2.9
1,758,3
0.998,754,2.9
0.999,758,2.9
0.999,748,2.9
1,746,2.9
1,743,3
0.998,754,2.9
0.999,742,2.9
0.999,759,2.9
1,744,2.9
1,746,3
0.998,745,2.9
0.999,751,2.9
0.999,753,2.9
1,748,2.9
1,744,3
0.998,751,2.9
0.999,750,2.9
0.999,753,2.9
1,748,2.9
1,754,3
0.998,745,2.9
0.999,751,2.9
0.999,759,2.9
1,746,2.9
1.001,748,3
0.999,759,2.9
0.999,741,2.9
1,758,3
0.998,757,2.9
0.998,758,2.9
0.999,759,2.9
0.999,757,2.9
1,750,3
0.998,753,2.9
0.999,741,2.9
0.999,756,2.9
1,759,2.9
1,741,3
0.998,741,2.9
0.999,749,2.9
0.999,756,2.9
1,747,3
0.998,740,2.9
0.999,740,2.9
1,741,2.9
1,759,3
0.998,740,2.9
0.999,740,2.9
1,748,2.9
1,753,3
0.998,750,2.9
0.999,742,2.9
0.999,749,2.9
1,756,2.9
1.001,743,3
0.999,742,2.9
0.999,755,2.9
1,749,2.9
1,760,3
0.998,748,2.9
0.999,757,2.9
0.999,748,2.9
1,744,3
0.998,751,2.9
0.999,742,2.9
0.999,756,2.9
1,759,2.9
1.001,749,3
0.999,747,2.9
0.999,753,2.9
0.999,754,2.9
1,740,3
0.998,749,2.9
0.999,750,2.9
0.999,753,2.9
1,753,2.9
1,742,3
0.998,746,2.9
0.999,741,2.9
0.999,759,2.9
1,754,3
0.998,758,2.9
0.999,753,2.9
1,740,2.9
1,749,3
0.998,759,2.9
0.999,743,2.9
0.999,742,2.9
1,754,3
0.998,743,2.9
0.999,750,2.9
0.999,749,2.9
1,753,2.9
1,740,3
0.998,749,2.9
0.999,746,2.9
0.999,756,2.9
1,741,2.9
1.001,741,3
0.999,741,2.9
0.999,745,2.9
1,741,2.9
1,742,2.9
1,757,3
0.998,748,2.9
0.999,754,2.9
0.999,742,2.9
1,754,2.9
1,751,3
0.998,745,2.9
0.999,750,2.9
1,745,2.9
1,752,3
0.998,753,2.9
0.999,746,2.9
1,760,2.9
1,756,2.9
1,747,3
0.998,751,2.9
0.999,751,2.9
0.999,752,2.9
1,740,2.9
1,743,3
0.998,742,2.9
0.999,755,2.9
0.999,744,2.9
1,756,2.9
1,753,3
0.998,746,2.9
0.999,745,2.9
1,751,2.9
1,740,3
0.998,758,2.9
0.999,747,2.9
0.999,741,2.9
1,755,2.9
1,750,3
0.998,742,2.9
0.999,759,2.9
1,749,2.9
1,745,3
0.998,751,2.9
0.999,755,2.9
0.999,751,2.9
1,749,2.9
1.001,751,3
0.999,740,2.9
0.999,752,2.9
1,749,2.9
1,758,3
0.998,750,2.9
0.999,752,2.9
0.999,748,2.9
1,759,2.9
1,743,3
0.998,743,2.9
0.999,754,2.9
0.999,758,2.9
1,746,3
0.998,743,2.9
0.999,755,2.9
0.999,759,2.9
0.999,758,2.9
1,747,3
0.998,753,2.9
0.999,757,2.9
1,751,2.9
1,757,3
0.998,752,2.9
0.999,757,2.9
0.999,756,2.9
1,742,3
0.998,753,2.9
0.999,757,2.9
0.999,755,2.9
1,752,2.9
1,749,3
0.998,750,2.9
0.999,751,2.9
0.999,756,2.9
1,743,3
0.998,755,2.9
0.999,758,2.9
0.999,744,2.9
1,743,3
0.998,756,2.9
0.998,742,2.9
0.999,747,2.9
0.999,741,2.9
1,751,2.9
1.001,741,3
0.999,755,2.9
0.999,743,2.9
1,751,3
0.998,743,2.9
0.999,745,2.9
0.999,755,2.9
1,756,2.9
1,744,3
0.998,740,2.9
0.998,743,2.9
0.999,756,2.9
0.999,754,2.9
1,754,2.9
1,746,3
0.998,752,2.9
0.999,755,2.9
0.999,742,2.9
1,759,3
0.998,740,2.9
0.999,755,2.9
0.999,748,2.9
1,745,2.9
1.001,744,3
0.999,752,2.9
1,759,2.9
1,748,2.9
1.001,755,3
0.999,744,2.9
0.999,746,2.9
0.999,753,2.9
1,750,3
0.998,751,2.9
0.999,743,2.9
0.999,750,2.9
1,759,2.9
1,759,3
0.998,748,2.9
0.999,758,2.9
1,743,2.9
1,749,3
0.998,741,2.9
0.999,751,2.9
0.999,749,2.9
1,757,2.9
1,747,3
0.998,744,2.9
0.999,746,2.9
1,757,2.9
1,756,3
0.998,758,2.9
0.999,758,2.9
0.999,751,2.9
1,749,2.9
1,758,3
0.998,754,2.9
0.999,753,2.9
0.999,742,2.9
1,742,3
0.998,754,2.9
0.999,759,2.9
0.999,758,2.9
1,758,2.9
1.001,742,3
0.999,744,2.9
0.999,750,2.9
1,746,2.9
1.001,741,3
0.999,756,2.9
1,751,2.9
1,756,3
0.998,747,2.9
0.999,741,2.9
0.999,759,2.9
1,744,3
0.998,750,2.9
0.999,746,2.9
1,743,2.9
1,756,3
0.998,744,2.9
0.998,742,2.9
0.999,749,2.9
0.999,752,2.9
1,751,2.9
1,741,3
0.998,746,2.9
0.998,744,2.9
0.999,744,2.9
0.999,749,2.9
1,759,2.9
1,753,3
0.998,749,2.9
0.999,754,2.9
0.999,741,2.9
1,741,3
0.998,755,2.9
0.999,746,2.9
1,741,2.9
1,758,3
0.998,745,2.9
0.999,746,2.9
0.999,750,2.9
1,742,2.9
1,751,3
0.998,744,2.9
0.999,747,2.9
0.999,755,2.9
1,745,2.9
1.001,758,3
0.999,743,2.9
0.999,741,2.9
1,744,2.9
1,746,3
0.998,751,2.9
0.999,757,2.9
1,758,2.9
1,757,3
0.998,741,2.9
0.999,744,2.9
0.999,754,2.9
1,742,3
0.998,756,2.9
0.998,753,2.9
0.999,745,2.9
0.999,755,2.9
1,742,2.9
1.001,760,3
0.999,742,2.9
0.999,743,2.9
0.999,753,2.9
1,758,2.9
1,752,3
0.998,755,2.9
0.999,753,2.9
1,740,2.9
1,752,3
0.998,746,2.9
0.999,748,2.9
1,743,2.9
1,746,3
0.998,742,2.9
0.999,757,2.9
0.999,747,2.9
1,741,2.9
1,749,3
0.998,759,2.9
0.999,759,2.9
1,743,2.9
1,756,3
0.998,746,2.9
0.999,752,2.9
0.999,756,2.9
1,745,2.9
1,748,3
0.998,756,2.9
0.999,757,2.9
0.999,756,2.9
1,741,3
0.998,748,2.9
0.999,746,2.9
0.999,754,2.9
1,750,3
0.998,753,2.9
0.999,749,2.9
0.999,754,2.9
1,747,2.9
1,741,3
0.998,743,2.9
0.999,745,2.9
1,749,2.9
1,747,3
0.998,746,2.9
0.999,745,2.9
1,756,3
0.998,756,2.9
0.999,757,2.9
0.999,755,2.9
1,757,2.9
1,755,3
0.998,750,2.9
0.999,752,2.9
1,744,2.9
1,751,3
0.998,755,2.9
0.999,749,2.9
0.999,758,2.9
1,754,3
0.998,746,2.9
0.999,741,2.9
1,753,2.9
1,759,3
0.998,755,2.9
0.998,743,2.9
0.999,748,2.9
1,741,3
0.998,750,2.9
0.999,742,2.9
0.999,746,2.9
1,743,2.9
1.001,748,3
0.999,743,2.9
0.999,741,2.9
1,754,3
0.998,757,2.9
0.999,750,2.9
0.999,758,2.9
0.999,749,2.9
1,742,2.9
1,747,3
0.998,751,2.9
0.999,747,2.9
1,750,3
0.998,759,2.9
0.999,757,2.9
0.999,743,2.9
1,758,2.9
1,751,3
0.998,756,2.9
0.998,743,2.9
0.999,755,2.9
0.999,746,2.9
0.999,756,2.9
1,744,2.9
1,754,3
0.998,753,2.9
0.999,743,2.9
0.999,740,2.9
1,753,2.9
1,749,3
0.998,756,2.9
0.999,741,2.9
0.999,744,2.9
1,751,2.9
1.001,758,3
0.999,747,2.9
0.999,745,2.9
1,755,2.9
1.001,759,3
0.999,751,2.9
0.999,755,2.9
1,743,2.9
1,745,3
0.998,754,2.9
0.999,759,2.9
0.999,758,2.9
1,745,2.9
1,746,3
0.998,751,2.9
0.999,752,2.9
1,757,2.9
1,754,3
0.998,741,2.9
0.998,744,2.9
0.999,754,2.9
1,746,2.9
1,747,3
0.998,756,2.9
0.999,741,2.9
0.999,753,2.9
1,759,2.9
1,746,3
0.998,746,2.9
0.999,755,2.9
0.999,758,2.9
1,751,2.9
1,741,3
0.998,751,2.9
0.999,754,2.9
0.999,740,2.9
1,753,2.9
1,757,3
0.998,756,2.9
0.999,753,2.9
0.999,740,2.9
1,755,3
0.998,757,2.9
0.999,745,2.9
1,746,2.9
1,754,3
0.998,748,2.9
0.999,746,2.9
0.999,742,2.9
1,760,2.9
1,744,3
0.998,743,2.9
0.999,757,2.9
1,749,2.9
1,746,3
0.998,758,2.9
0.999,744,2.9
1,750,2.9
1,750,3
0.998,741,2.9
0.999,745,2.9
1,746,2.9
1,742,2.9
1.001,750,3
0.999,740,2.9
0.999,740,2.9
1,744,2.9
1,755,3
0.998,741,2.9
0.999,758,2.9
0.999,750,2.9
1,759,2.9
1,752,3
0.998,749,2.9
0.999,745,2.9
1,749,2.9
1,758,3
0.998,743,2.9
0.999,748,2.9
1,747,2.9
1,746,3
0.998,753,2.9
0.998,752,2.9
0.999,753,2.9
0.999,747,2.9
1,741,2.9
1,751,3
0.998,747,2.9
0.999,741,2.9
0.999,740,2.9
1,747,2.9
1,745,3
0.998,746,2.9
0.999,746,2.9
0.999,751,2.9
1,748,2.9
1,750,3
0.998,750,2.9
0.999,757,2.9
0.999,749,2.9
1,751,2.9
1,759,3
0.998,750,2.9
0.999,753,2.9
1,759,3
0.998,756,2.9
0.998,757,2.9
0.999,758,2.9
1,740,2.9
1.001,757,3
0.999,740,2.9
0.999,755,2.9
1,756,2.9
1,759,3
0.998,751,2.9
0.999,740,2.9
0.999,757,2.9
1,751,3
0.998,744,2.9
0.999,740,2.9
0.999,752,2.9
0.999,741,2.9
1,759,3
0.998,746,2.9
0.999,746,2.9
0.999,749,2.9
1,741,3
0.998,757,2.9
0.999,758,2.9
0.999,752,2.9
1,752,3
0.998,752,2.9
0.998,757,2.9
0.999,752,2.9
0.999,742,2.9
1,744,3
0.998,759,2.9
0.999,753,2.9
0.999,750,2.9
1,752,2.9
1.001,751,3
0.999,759,2.9
0.999,755,2.9
0.999,740,2.9
1,751,2.9
1,752,3
0.998,745,2.9
0.998,748,2.9
0.999,755,2.9
0.999,755,2.9
1,750,3
0.998,742,2.9
0.999,749,2.9
0.999,755,2.9
1,758,2.9
1.001,756,3
0.999,743,2.9
0.999,744,2.9
1,740,2.9
1,754,3
0.998,748,2.9
0.999,742,2.9
0.999,743,2.9
1,758,2.9
1.001,750,3
0.999,742,2.9
0.999,745,2.9
1,749,2.9
1,744,2.9
1.001,759,3
0.999,754,2.9
0.999,747,2.9
1,758,2.9
1,751,3
0.998,745,2.9
0.999,752,2.9
1,754,2.9
1,745,3
0.998,759,2.9
0.998,744,2.9
0.999,755,2.9
0.999,757,2.9
1,753,2.9
1,749,3
0.998,750,2.9
